,ev_op_Hp25_spsa
1289,4.393519727862139
1290,3.9593979660238436
1291,4.281862889942827
1292,4.044346247891689
1293,3.964943167677876
1294,3.999343787430273
1295,4.155990112655334
1296,3.9901644783853074
1297,3.9672999003963683
1298,4.093500843078996
1299,4.0295818142371855
1300,3.797351172883306
1301,4.147186892089882
1302,4.0802295805992745
1303,4.097972327894201
1304,3.9706175618978032
1305,4.107872901909418
1306,3.8536586544188576
1307,4.237784922108364
1308,3.893828412931342
1309,3.9870980459456864
1310,3.90891982045582
1311,4.221806173158377
1312,3.883586048956771
1313,4.175877193625817
1314,3.6672858042989085
1315,4.084692255049211
1316,3.7962162367745553
1317,4.191058217913645
1318,4.1127638743522885
1319,4.331561940575568
1320,4.0393377053366875
1321,4.240850574377522
1322,3.770978441978897
1323,4.174675829356282
1324,3.8200253319317405
1325,4.239942083198494
1326,3.854671968731518
1327,4.1502227482853895
1328,4.086261136363463
