,ev_op_Hp15_2f_s170,ev_op_Hp15_2f_s225,ev_op_Hp15_2f_s128,ev_op_Hp15_2f_s88,ev_op_Hp15_2f_s28,ev_op_Hp15_2f_s11,ev_op_Hp15_2f_s34
72,25.277568694224264,23.081129565614386,11.274750689503199,20.52255092815815,20.47495845350651,13.233753592655606,14.898111979891569
73,25.742850740905475,22.48886446907169,13.287708542089927,29.08415218447902,17.452331758206384,12.889516593301606,14.34199532916201
74,30.145196002768323,22.57504550080053,12.91289964613698,22.70472318359393,18.995168268461413,12.723552646606628,14.93535515247411
75,21.591435791240958,21.543535895864913,12.842943359846128,23.821552106245495,16.66890647506074,15.770201940496856,13.979784725843311
76,15.001219979627205,20.05860698963772,12.733563991614135,20.568050022071006,16.82045271655692,11.83471039769088,13.281429294578603
77,17.06838649354775,23.230453506577316,13.57603436292196,24.57810445964933,19.457020590522358,16.05307499803893,13.10343461026535
78,16.688368923425532,20.49805445711934,10.303825481481653,19.62259886587549,14.698161057263798,16.52635368160764,15.04052333588781
79,14.51324234372243,20.791660937843165,12.351924334312516,23.41560020546304,17.621046604220336,13.17127834226812,13.672438793093875
80,16.852738323402896,17.375713055155103,10.844529007145129,23.50835663994782,10.303871731147796,13.819985435938245,15.32035406401885
81,15.96926353611389,22.00575153563545,11.421391113967115,17.32493387445611,20.78585598524458,14.23702661599962,15.694440966823723
82,16.408708664968827,20.528093830074727,12.782070402814753,20.35156909178867,11.276801417027746,14.44283001842468,13.654862523928708
83,15.715255877870451,14.697257334125762,12.965948623490368,12.6706047351283,13.282672779195972,12.95364741310861,15.77099346697904
84,15.424994288538144,13.969224723753829,11.810971775696316,18.945167328937654,13.456479301151356,12.700693997801151,12.785513733619442
85,15.544923351655259,18.635875645798748,12.215074633838757,17.295143536011235,11.6604936908862,15.110379988342016,14.008761761437293
86,18.639086321892844,15.084665624020626,11.786501444346323,13.495461415474812,10.683661971626796,14.77912897486869,14.058714840097618
87,14.867352765999062,13.131647374799172,12.84676866872321,24.400033447830296,13.705031716435304,13.317308262273793,13.478661222923092
88,17.389449489192764,12.851365104790846,10.065544301214702,24.341768626784305,13.642160561981616,14.96942817522949,16.280739236432478
89,12.29700788994284,13.733199416065272,12.300512902131823,19.158511611872825,9.578225553294155,11.597536539830523,10.812542144357117
90,12.607618451798514,13.027769761972012,13.202312725212122,18.98322142412337,8.666921937813948,10.24787181040306,10.342248643470882
91,17.43734412518174,16.938459543077123,11.120383510776536,19.68537523825885,12.495885808616633,14.64438008842837,12.809124368134354
92,14.79167367089893,12.61607318382913,11.03610484988243,18.157736308595307,10.996266225819552,12.027710456810269,14.470846915759246
93,13.068455767538998,14.332411681458408,12.280309873797107,20.107893338516707,10.15312052247164,11.52306017972808,10.389769546604938
94,12.769202410668036,12.70960823785,10.126553992251976,18.95609792078205,8.937256436826681,9.567999473605843,10.368536635551523
95,15.105661471764972,14.150171092919873,12.848950446428722,17.852381604363217,11.582582644813211,13.969869357466244,11.718336944730032
96,15.48152477519831,17.67482801826761,9.86524485245733,20.202074209816335,8.704509554404858,12.533816231421232,10.966866784532792
97,11.25493577460894,10.698675380676802,15.1395610252382,17.634133363919464,11.27695419989264,10.975523859691085,11.115810937399953
98,12.147310922981752,11.964292967147442,9.896048796913828,16.95924407840973,10.42610242746639,12.092421384688496,12.304469322183538
